drugbank_id,PubChemCID,smiles
DB02249,PubChemCID:8076,CCOCCO
DB13669,PubChemCID:8083,C1COCCN1
DB11420,PubChemCID:8089,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C
DB02938,PubChemCID:8094,CCCCCCC(=O)O
DB02935,PubChemCID:8150,COCCOCCOC
DB02779,PubChemCID:8153,CCCCCCCCCCCC[N+](C)(C)C
DBSALT001770,PubChemCID:8154,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-]
DB08688,PubChemCID:8163,CCCCCCCCCC(=O)C
DB14670,PubChemCID:8166,CCCCCCCCCCCC(=O)Cl
DB14839,PubChemCID:81689783,CC(C)(C)C1=CC(=C(C(=C1)NS(=O)(=O)C)OC)NC(=O)NC2=CC=C(C3=CC=CC=C32)OC4=NC(=NC=C4)NC5=CC(=CC(=C5)C(=O)NCCOCCOCCOC)C#C
DB02327,PubChemCID:8172,C(COCCOCCO)O
DBSALT002931,PubChemCID:81764,C1=CC=C2C(=C1)C(=NN=C2NN)NN.OS(=O)(=O)O
DB08357,PubChemCID:8179,CCOCCOCCOCC
DB02371,PubChemCID:81831,C(CS(=O)(=O)O)NC(CO)(CO)CO
DB04093,PubChemCID:8186,CCCCCCCCCCC=O
DB02078,PubChemCID:8189,COCCOCCOCCOC
DB06894,PubChemCID:8193,CCCCCCCCCCCCO
DBSALT001632,PubChemCID:82044,C1CNCCN1.Cl
DB03669,PubChemCID:82068,C1=CC(=CC=C1CCO)F
DB00307,PubChemCID:82146,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C
DB06594,PubChemCID:82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC
DB00180,PubChemCID:82153,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C
DBSALT001536,PubChemCID:82163,CC(=O)[O-].CC(=O)[O-].O.[Ca+2]
DB15953,PubChemCID:8221,CCCCCCCCCCCCCCCCCCO
DB15918,PubChemCID:82229,CC1(C2CCC(C2)(C1=O)C)C
DB00696,PubChemCID:8223,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C
DB00353,PubChemCID:8226,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
DBSALT000099,PubChemCID:8228,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl
DB03740,PubChemCID:82313,CC(=O)NC1C(C(C(OC1O)CO)O)O
DB08214,PubChemCID:82315,C1=CC(=CC=C1N2C=CN=C2)O
DBSALT002621,PubChemCID:82332,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32.[N+](=O)(O)[O-]
DB13567,PubChemCID:8238,CCCC(=O)C1=C(C(=C(C=C1O)OC)CC2=C(C(C(=O)C(=C2O)C(=O)CCC)(C)C)O)O
DB02835,PubChemCID:82400,C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)OP(=O)(O)O
DBSALT001191,PubChemCID:8246,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.[Br-]
DBSALT000194,PubChemCID:8248,C[NH2+]C(=NC)NCC1=CC=CC=C1.C[NH2+]C(=NC)NCC1=CC=CC=C1.[O-]S(=O)(=O)[O-]
DB00914,PubChemCID:8249,C1=CC=C(C=C1)CCN=C(N)N=C(N)N
DB15659,PubChemCID:825790,CC1(C2CCC1(C(=O)C2(Br)Br)C)C
DB14627,PubChemCID:8269,CC(=O)OC1=CC=C(C=C1)C2(C3=CC=CC=C3NC2=O)C4=CC=C(C=C4)OC(=O)C
DB00849,PubChemCID:8271,CCC1(C(=O)NC(=O)N(C1=O)C)C2=CC=CC=C2
DB00306,PubChemCID:8275,CCC(C)C1(C(=O)NC(=O)NC1=O)CC=C
DB12771,PubChemCID:82755,C1=CC(=C(C=C1CCO)O)O
DB00617,PubChemCID:8280,CCC1(C(=O)N(C(=O)O1)C)C
DB13214,PubChemCID:8281,CC(=CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N)C
DB13526,PubChemCID:8285,C(C(CO)(CO)CO)O
DBSALT001309,PubChemCID:8288,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC2=CC=CC=C2Cl.[Cl-].[Cl-]
DB11392,PubChemCID:8293,COP(=S)(OC)OC1=CC=C(C=C1)S(=O)(=O)N
DBSALT000475,PubChemCID:8307,CC[N+](C)(C)C1=CC(=CC=C1)O.[Cl-]
DB11547,PubChemCID:8310,CC1=C(C(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C)Br
DB07573,PubChemCID:831616,CC1=CC(=C(C=C1)C)OCC(CN2CCOCC2)O
DBSALT001114,PubChemCID:83201,COC1=C(C(=C(C=C1)CN2CCNCC2)OC)OC.Cl.Cl
DB15759,PubChemCID:83213,CC1=NC=C(N1CCOC(=O)C2=CC=CC=C2)[N+](=O)[O-]
DB04311,PubChemCID:83242,C1=CC=C(C=C1)CCCCN
DB03588,PubChemCID:8333,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)O
DB13842,PubChemCID:83435,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCOC(=O)C3=CN=CC=C3
DB07304,PubChemCID:834826,C1=CC=C(C(=C1)C2=CC=C(O2)C(=O)O)OC(F)(F)F
DB11593,PubChemCID:8359,C1=CC=C2C(=C1)C(=O)OC(=O)N2
DB11071,PubChemCID:8361,C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O
DB11064,PubChemCID:8362,CC1CC(CC(C1)(C)C)OC(=O)C2=CC=CC=C2O
DB11062,PubChemCID:8364,CCCCC(CC)COC(=O)C1=CC=CC=C1O
DB15576,PubChemCID:8365,CCOC(=O)C1=CC=CC=C1O
DBSALT000188,PubChemCID:8366,CCC(CC1=CNC2=CC=CC=C21)N.CC(=O)O
DB01546,PubChemCID:8367,CCC(CC1=CNC2=CC=CC=C21)N
DB14130,PubChemCID:836853,CCC(CC)C(=O)OC1=CC=CC=C1C(=O)OC
DB01676,PubChemCID:8376,CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
DB00452,PubChemCID:8378,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N
DBSALT001414,PubChemCID:83813,CN(C)CCC(C1=CC=CC=C1)(C2=CC=CC=C2Cl)O.Cl
DBSALT000025,PubChemCID:83818,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl.OP(=O)(O)O
DBSALT001317,PubChemCID:83820,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl.Cl.Cl
DBSALT000784,PubChemCID:83869,CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O.COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC
DB02655,PubChemCID:83887,C(C(C(=O)O)N)C(=O)O
DBSALT000805,PubChemCID:83898,CC1OC2(CN3CCC2CC3)CS1
DB04110,PubChemCID:8391,CC1=CC(=C(C=C1)O)[N+](=O)[O-]
DBSALT001226,PubChemCID:83932,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3.Cl
DBSALT001624,PubChemCID:83935,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O.OP(=O)(O)O
DBSALT001625,PubChemCID:83938,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O.C(#N)S
DB13333,PubChemCID:8395,CCOC(=O)COC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=CC=C3
DB13871,PubChemCID:83969,CCCS(=O)C1=CC2=C(C=C1)N=C(N2)NC(=O)OC
DB13752,PubChemCID:83975,CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)C3=C(C2=O)CCCC3)C
DB14020,PubChemCID:8400,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O
DBSALT001045,PubChemCID:84003,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O.C(C(CO)(CO)N)O
DB01211,PubChemCID:84029,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
DB04329,PubChemCID:8405,C1=CC=C2C=NC=CC2=C1
DB08238,PubChemCID:8408,C1=CC2=C(C=CC(=C2)S(=O)(=O)O)C(=C1)N
DB00769,PubChemCID:84088,CCN(CC)CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O
DB12938,PubChemCID:84098,CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C2=C(ON=C2)C3CC3
DB08254,PubChemCID:8420,C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O
DB03567,PubChemCID:84265,CC(=O)NC1C(C(C(OC1O)CO)O)O
DB13628,PubChemCID:8434,CCOC(=O)C1=CC=C(C=C1)O
DB14201,PubChemCID:8447,C1=CC=C2C(=C1)N=C(S2)SSC3=NC4=CC=CC=C4S3
DB13039,PubChemCID:84621,CC1=C(C2=CC=CC=C2C(=C1OC(=O)C3=CC=C(C=C3)N)O)O
DB11189,PubChemCID:84645,C(C(=O)[O-])N.C(C(=O)[O-])N.[Mg+2]
DB02606,PubChemCID:84682,CCC(C)O
DB02643,PubChemCID:84704,CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)O
DB13796,PubChemCID:84746,CC(C)(C)C1=CC2=C(C=C1)C(=C(C=C2)C(C)(C)C)S(=O)(=O)O
DBSALT001519,PubChemCID:8478,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-]
DB12337,PubChemCID:8481,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)Cl
DB02893,PubChemCID:84815,CSCCC(C(=O)O)N
DB04085,PubChemCID:84836,C1=CC(=O)N(C1=O)COCN2C(=O)C=CC2=O
DB07653,PubChemCID:848641,C1=CC=C(C=C1)C2=C(OC3=NC=NC(=C23)NCC(=O)O)C4=CC=CC=C4
DB06906,PubChemCID:84894,CCOC(=O)C1=CN=C(NC1=O)N
DB13863,PubChemCID:84951,C(C(C(C(C(=O)COP(=O)(O)O)O)O)O)OP(=O)(O)O
DBSALT002525,PubChemCID:85001,C[N+](C)(C)CCOC(CC1=CC=CC=C1)C2=CC=CC=C2.[Br-]
DBSALT002491,PubChemCID:85044823,CN(CC(=O)[O-])C(=NP(=O)(O)[O-])N.[Na+].[Na+]
DB01782,PubChemCID:8515,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O
DB14188,PubChemCID:853433,CC=CC1=CC(=C(C=C1)O)OC
DB15944,PubChemCID:8536,CC1(CC(=O)C2=CC=CC=C2C1=O)S(=O)(=O)O
DB08655,PubChemCID:853608,CC(=O)N1C2=CC=CC=C2C3=C1C(=O)CCC3
DB07720,PubChemCID:854023,C1CC2C(CC1N2)C3=CN=C(C=C3)Cl
DB04864,PubChemCID:854026,CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3
DB13315,PubChemCID:854498,CC1=CCC(CC1O)C(C)(C)O
DB03924,PubChemCID:85466,C1=CC(=C2C(=C1N)C(=O)C3=C(C=CC(=C3C2=O)O)O)N
DB01089,PubChemCID:8550,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
DB13336,PubChemCID:8554,COC(=O)C1=CC=CC=C1C(=O)OC
DB09332,PubChemCID:8555,CC1=C(C2=CC=CC=C2C(=C1)OP(=O)([O-])[O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+]
DB14650,PubChemCID:8556,CC1=C(C2=CC=CC=C2C(=C1)OP(=O)(O)O)OP(=O)(O)O
DB12919,PubChemCID:855908,C1CCC2=C(C1)C(=C(S2)N)C(=O)C3=CC=C(C=C3)Cl
DBSALT002677,PubChemCID:85615,C1=CC2=C(C(=C1)O)N=CC=C2.Cl
DBSALT000844,PubChemCID:8566,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I.CNCC(C(C(C(CO)O)O)O)O
DB09415,PubChemCID:8567,CNCC(C(C(C(CO)O)O)O)O
DB11221,PubChemCID:8569,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2O)O
DB11449,PubChemCID:8573,CCC(C)(C#C)OC(=O)C1=CC=CC=C1C(=O)O
DBSALT002288,PubChemCID:85874,CC1=CC(=C(C=C1OC)CC(C)N)OC.Cl
DB01528,PubChemCID:85875,CC1=CC(=C(C=C1OC)CC(C)N)OC
DB13819,PubChemCID:8590,CCC(C1=CC=CC=C1)C2=NOC(=N2)CCN(CC)CC
DB13551,PubChemCID:8593,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O
DB03644,PubChemCID:86,C1=CC(=C(C(=C1)O)N)C(=O)O
DB06807,PubChemCID:8609,C1=CC=C(C=C1)OC(=O)C2=C(C=C(C=C2)N)O
DB01161,PubChemCID:8612,CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl
DB15445,PubChemCID:8614,C1=CC=C(C(=C1)C(=O)NCC(=O)O)I
DB02740,PubChemCID:8617,C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O
DB16218,PubChemCID:86269224,CC(C)N1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C=C5C(=O)NCC6(N5C4=N3)CCCCC6
DB16300,PubChemCID:86269973,C1=CC=C(C(=C1)CN2C(=CC(=N2)C3=NC=C(C(=N3)NCC(C(F)(F)F)(C(F)(F)F)O)F)C4=NOC=C4)F
DBSALT001156,PubChemCID:86278199,CC(C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)CC5=CC=CC=C5)CC(=O)N)CCCCN)NC(=O)CNC(=O)C(C)N)C(=O)O)CO)C(C)O)CC6=CC=CC=C6)O.CC(=O)O
DBSALT001857,PubChemCID:86278204,C(P(=O)([O-])[O-])P(=O)([O-])[O-].C(P(=O)([O-])[O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+].[Tc+4]
DBSALT002755,PubChemCID:86278221,CCCOC(=O)C1=CC=C(C=C1)[O-].CCCOC(=O)C1=CC=C(C=C1)[O-].[Ca+2]
DB06293,PubChemCID:86278323,COCCOC(=O)NCCCCC(C(=O)NCCCCCCOP(=O)(O)O)NC(=O)OCCOC
DB15617,PubChemCID:86278348,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(CO)O)O)O)O)O)O)O)O)O)O)O.[Fe+3]
DB14961,PubChemCID:86278359,CC1=CC(=NC(=N1)N2CC3CN(CC3C2)C(=O)C4=C(C=CC=C4F)N5N=CC=N5)C
DB12839,PubChemCID:86278362,COCCOCCCCCC(=O)NCCCCC(C(=O)O)N
DBSALT002960,PubChemCID:86280652,CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C(N=CN=C21)N)OCOC(=O)OC(C)C.C(=CC(=O)O)C(=O)O
DB14970,PubChemCID:86281210,CC1=C(C(=NO1)C)C2=CC(=C3C(=C2)NC(=N3)C4CC4)C(C5=CC=CC=N5)(C6=CC=CC=N6)O
DB15138,PubChemCID:86287635,CC1CC2=C(C(N1CC(C)(C)F)C3=C(C=C(C=C3F)C=CC(=O)O)F)NC4=CC=CC=C24
DB01861,PubChemCID:8629,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O
DB15295,PubChemCID:86291103,CCC(C1=C(C(=O)C2=CC=CC=C2O1)C3=CC(=CC=C3)F)NC4=NC=NC5=C4NC=N5
DB16252,PubChemCID:86292849,COC1=NN=C(C=C1)C(C2=C(C=C(C(=C2)C3=NC=NC4=C3C=CC(=C4)N5CCOCC5)F)Cl)O
DB15490,PubChemCID:86294073,CC1(CCC2C(C1)CCC3C2CCC4(C3CCC4C(=O)CN5C=C(C=N5)C#N)C)O
DB15963,PubChemCID:863,C1CSSC1CCCCC(=O)N
DB16295,PubChemCID:86301664,CC(C)C1=C(C(=CC=C1)C(C)C2CC2)O
DB04674,PubChemCID:8631,C1=C(C=C(C(=C1C(=O)O)O)I)I
DB11096,PubChemCID:8633,CC1CCC(C(C1)OC(=O)C2=CC=CC=C2N)C(C)C
DB16153,PubChemCID:86345880,C1=C(C=C(C=C1C(F)(F)F)C(F)(F)F)C2=NN(C=N2)C=C(C3=CN=CN=C3)C(=O)N
DB11421,PubChemCID:86418,C1CN(C(=N1)N[N+](=O)[O-])CC2=CN=C(C=C2)Cl
DB03761,PubChemCID:8642,C1C(C(OC1N2C=C(C(=O)NC2=O)F)COP(=O)(O)O)O
DBSALT003071,PubChemCID:8643,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N.Cl
DBSALT002577,PubChemCID:86470,CNCCC1=CC(=C(C=C1)O)O.Cl
DBSALT001071,PubChemCID:86471,C1CCCN(CCC1)CCN=C(N)N.OS(=O)(=O)O
DB14002,PubChemCID:86472,CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C
DB12120,PubChemCID:86566678,COC1=CC(=C(C=C1C=C)C(=O)NC2=CC=C(C=C2)C(=N)N)C3=C(N=C(C=C3)C(=O)NCC4CC4)C(=O)O
DB14785,PubChemCID:86567195,CC1CN(CCN1C2=CN=C(C=C2)NC3=CC(=CN(C3=O)C)C4=C(C(=NC=C4)N5CCN6C7=C(CC(C7)(C)C)C=C6C5=O)CO)C8COC8
DB15291,PubChemCID:86582336,CC1=C(C=CC=C1N2C(=O)C3=C(C(=CC=C3)F)N(C2=O)C)C4=C(C=C(C5=C4C6=C(N5)CC(CC6)C(C)(C)O)C(=O)N)F
DBSALT002053,PubChemCID:86624720,CS(=O)(=O)O.C1CC(NC1C2=CC=C(C=C2)OCC3=CC=CC=C3F)C(=O)N
DB04819,PubChemCID:8667,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2.Cl
DBSALT000334,PubChemCID:8667,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2.Cl
DB16192,PubChemCID:86676119,CC1=CC(=CC(=N1)Cl)C2=C(N=C(N=N2)N)C3=CC=C(C=C3)F
DB14867,PubChemCID:86677874,CCOC1=C(C(=C(C=C1C(C)N2C3=NC=NC(=C3C(=N2)C)N)Cl)F)C4CC(=O)NC4
DB02175,PubChemCID:867,C(C(=O)O)C(=O)O
DB15102,PubChemCID:86705695,CCN1C2=C3C=C(NC3=NC=C2CN(C1=O)C4=C(C(=CC(=C4F)OC)OC)F)CN5CCOCC5
PubChemCID:86709174,PubChemCID:86709174,CC(CS(=O)(=O)C)N1C=CC2=C1C=CC(=C2C(F)(F)F)C#N
DB14899,PubChemCID:86764100,CC1=C(C=CC(=C1)OC2=C(C=CC=N2)C(F)(F)F)C3=C(C(=O)NC(=O)N3C)C
DB12794,PubChemCID:8677,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C4=CC=CC=C4
DB14671,PubChemCID:86793,CC(=O)OC1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3)C
DB14194,PubChemCID:8684,CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2]
DBSALT000915,PubChemCID:8691,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N.Cl
DB08758,PubChemCID:869249,C1=CC=C2C(=C1)C=CN3C2=NC(=C3)C(=O)NN
DBSALT001125,PubChemCID:8695,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C.Cl
DBSALT001481,PubChemCID:8699,CC(CC1=CC2=C(C=C1)OCO2)NCC(C3=CC(=C(C=C3)O)O)O.Cl
DB08132,PubChemCID:87031,C1=CC2=C(C=CC=C2S(=O)(=O)N)C(=C1)O
DB14934,PubChemCID:87055263,CC1=C(C(OC2=C1C=C(C=C2)O)C3=CC=C(C=C3)OCCN4CC(C4)CF)C5=CC(=CC=C5)O
DBSALT002640,PubChemCID:8707,CCN(CC)CCOC1=CC2=C(C=C1)N=C(S2)N(C)C.Cl.Cl
DB13858,PubChemCID:8708,CCN(CC)CCOC1=CC2=C(C=C1)N=C(S2)N(C)C
DB02780,PubChemCID:87087973,C(C(CS)N)C(=O)O
DB03794,PubChemCID:87123,C(C(=O)O)(C(F)(F)F)N
DB00509,PubChemCID:8730,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N
DBSALT001817,PubChemCID:8732,CCCC1=NC=C(C(=N1)N)C[N+]2=CC=CC=C2C.Cl.[Cl-]
DB02639,PubChemCID:87330,CC1=CC(=O)OC2=C1C=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O
DB14027,PubChemCID:87453228,CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C)(C)C(=O)NC(CCCNC(=N)N)C(=O)N)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC6=CNC=N6)N
DB08240,PubChemCID:87517,C1=CC=C2C=C(C(=CC2=C1)C(=O)NC3=CC=C(C=C3)Cl)OP(=O)(O)O
DB13282,PubChemCID:8754,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
DBSALT002527,PubChemCID:8755,CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-]
DB13774,PubChemCID:8756,CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
DB14518,PubChemCID:8757,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Al+3]
DB03040,PubChemCID:8758,C(C(=O)O)N(CC(=O)O)CC(=O)O
DB14600,PubChemCID:8759,C(CN(CC(=O)O)CC(=O)[O-])N(CC(=O)O)CC(=O)[O-].[Na+].[Na+]
DB13972,PubChemCID:876,CSCCC(C(=O)O)N
DB03709,PubChemCID:8761,C(CO)N(CCO)CC(=O)O
DB01992,PubChemCID:87642,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O
DBSALT002637,PubChemCID:87665603,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCCC(=O)NC(C(=O)N1)CC2=CC=C(C=C2)OCC)C(=O)N3CCCC3C(=O)NC(CCCN)C(=O)NCC(=O)N)CC(=O)N)C(C)O.CC(=O)O
DB11268,PubChemCID:8768,C1=CC(=C(C=C1C=O)O)O
DB11328,PubChemCID:8771,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O
DB03967,PubChemCID:8778,CCCCCCCCCCCCOS(=O)(=O)O
DB02813,PubChemCID:87901,CC(=O)NC1C(C(C(OC1=O)CO)O)O
DB03587,PubChemCID:880,CC(=O)C=O
DB02518,PubChemCID:88064,CC(C(=O)O)NC(=O)C
DBSALT000967,PubChemCID:8813,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O
DBSALT002695,PubChemCID:8816,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Br-]
DB13332,PubChemCID:8830,CCCCOC(=O)CCC(=O)OCCCC
DBSALT002333,PubChemCID:8870,C1=CC=C(C=C1)N.Cl
DBSALT001623,PubChemCID:8893,C1CNCCN1.Cl.Cl
DB02412,PubChemCID:8894,C1CCOCC1
DB13996,PubChemCID:8896,CC(=O)[O-].CC(=O)[O-].[Mg+2]
DB14981,PubChemCID:890,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O
DB14103,PubChemCID:89034,CS(=N)(=O)CCC(C(=O)O)N
DBSALT001654,PubChemCID:8905,C1CNCCN1.C(CCC(=O)O)CC(=O)O
DB04253,PubChemCID:89105,C1CN1C2=C(C=C(C(=C2)C(=O)N)[N+](=O)[O-])[N+](=O)[O-]
DB03143,PubChemCID:8914,CCCCCCCCCO
DB07611,PubChemCID:8917,CCCCCCCCCCS
DB08202,PubChemCID:891831,CN1CCN(CC1)NC(=S)NC2=CC=C(C=C2)S(=O)(=O)N
DB03106,PubChemCID:892,C1(C(C(C(C(C1O)O)O)O)O)O
DB13178,PubChemCID:892,C1(C(C(C(C(C1O)O)O)O)O)O
DB15350,PubChemCID:892,C1(C(C(C(C(C1O)O)O)O)O)O
DB04684,PubChemCID:8924,C(CCCNCCCCCCN)CCN
DB14000,PubChemCID:8925,COCCOCCOCCOCCOC
DB00913,PubChemCID:8944,CCOC(=O)C1(CCN(CC1)CCC2=CC=C(C=C2)N)C3=CC=CC=C3
DB12642,PubChemCID:89497391,CCCCCCCCCCCCCCOC1=CC=C(O1)C(=O)OCC(=O)N(C)CC(=O)OCC
DB12659,PubChemCID:89508529,C1=CC=C2C(=C1)C(C(N(C2=O)CC(F)(F)F)C3=CN=CC=C3)C(=O)NC4=CC(=C(C=C4)F)C#N
DBSALT002576,PubChemCID:89522394,CCCCC1(CS(=O)(=O)C2=C(C=C(C=C2)N(C)C)C(C1O)C3=CC(=CC=C3)NC(=O)NC4C(C(C(C(O4)COS(=O)(=O)[O-])O)OCC5=CC=CC=C5)O)CC.[K+]
DB15665,PubChemCID:89532783,CNCC1C2=C(CCO1)C=CS2
DBSALT000408,PubChemCID:8954,C1=CC(=CC=C1NCS(=O)[O-])S(=O)(=O)C2=CC=C(C=C2)NCS(=O)[O-].[Na+].[Na+]
DB02789,PubChemCID:8955,CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C
DB00184,PubChemCID:89594,CN1CCCC1C2=CN=CC=C2
DB01065,PubChemCID:896,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
DB14808,PubChemCID:89658382,CC(C)C(=O)OCC1(C(C(C(O1)N2C=CC(=NC2=O)N)F)OC(=O)C(C)C)CCl
DB13727,PubChemCID:8966,C=CCN1CC2=CC=CC=C2C3=CC=CC=C3C1
